"Program","Year","Period","State","State ANSI","Fruit","Price or Weight?","Pesticide or Market","Measurement Unit","Aggregate type","Domain","Domain Category","Value","CV (%)"
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)","3,600",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (HELICOVERPA ZEA NPV = 107300)","(NA)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)","2,600",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","2,500",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","29,100",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)","2,600",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NALED = 34401)","2,900",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL = 25006)","3,100",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL, CLAR. HYD. = 25007)","5,800",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)","3,300",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)","(D)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PIPERONYL BUTOXIDE = 67501)","(D)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (POTASSIUM SALTS = 79021)","(D)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)","100",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIDABEN = 129105)","(D)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIPROXYFEN = 129032)","(D)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","2,200",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","1,800",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROMESIFEN = 24875)","700",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","600",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","116,700",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (ACIBENZOLAR-S-METHYL = 61402)","(D)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRIC ACID = 128955)","(D)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRYLIC ACID = 128919)","(D)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPSICUM OLEORESIN EXTRACT = 70704)","(NA)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (CHLOROPICRIN = 81501)","5,692,600",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)","848,600",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (FLUTRIAFOL = 128940)","2,600",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (GARLIC OIL = 128827)","(D)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)","9,400",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (IRON PHOSPHATE = 34903)","(D)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)","1,040,400",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)","(D)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (PAECILOMYCES FUMOSOR = 115002)","(D)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (PEROXYACETIC ACID = 63201)","2,000",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (POTASSIUM SILICATE = 72606)","(D)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 = 6800)","(NA)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)","3,000",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","7,602,900",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","0.237",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFAC F727 = 16489)","(NA)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS MBI 600 = 129082)","(NA)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)","(NA)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS PUMILUS = 6485)","(NA)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)","(NA)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BLAD = 30006)","(D)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BORAX DECAHYDRATE = 11102)","0.017",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","0.372",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BT SUBSP KURSTAKI EVB-113-19 = 6544)","(NA)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","1.662",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OCTANOATE = 23306)","(D)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)","0.023",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","0.333",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","(D)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)","0.627",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","0.222",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)","0.125",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)","0.174",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)","(D)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ISOFETAMID = 270000)","(D)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","0.483",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)","(D)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)","0.105",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)","0.279",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POLYOXIN D ZINC SALT = 230000)","0.098",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POTASSIUM BICARBON. = 73508)","2.152",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","0.113",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","0.179",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)","0.711",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (QUINOLINE = 55459)","0.098",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (STREPTOMYCES LYDICUS = 6327)","(NA)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","3.779",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)","0.038",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)","0.707",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)","2.144",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)","0.124",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)","0.251",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)","(D)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","0.084",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","(D)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)","(D)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)","(D)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","0.301",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","(D)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","1.327",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","0.018",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACEQUINOCYL = 6329)","0.305",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","0.138",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZADIRACHTIN = 121701)","0.029",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BEAUVERIA BASSIANA = 128924)","(NA)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)","0.505",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","0.123",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAK ABTS-1857 = 6523)","(NA)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)","(NA)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI EG7841 = 6453)","(NA)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI SA-11 = 6519)","(NA)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT SUB AIZAWAI GC-91 = 6426)","(NA)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BUPROFEZIN = 275100)","(D)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BURKHOLDERIA A396 CELLS & MEDIA = 6534)","(NA)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CANOLA OIL = 11332)","(D)",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)","0.066",NA
"SURVEY",2021,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","(NA)",NA
